Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,VSTOXX,EURIBOR3M,Daily_STIR,CFD_Ask,CFD_Bid,Portfolio_Value_Upper,Portfolio_Value_Lower,Cumulative_Cost_Upper,Cumulative_Cost_Lower
2023-12-18,4521.13,0.0072582961313669,0.1152218790339556,0.129116,0.03938,0.0001562698412698,4521.542345955017,4520.717654044984,1000.0,1000.0,0.0,0.0
2023-12-19,4535.4,0.0077710773761373,0.1233620289377993,0.128278,0.0370499999999999,0.0001470238095238,4535.842870554681,4534.957129445318,1060.1915837453735,1015.1581637934862,2.7934523809522,0.5880952380952
2023-12-20,4533.82,0.0075526819695248,0.119895109337546,0.127353,0.03685,0.0001462301587301,4534.2502743570385,4533.389725642961,1050.480161418311,1012.8399808307681,5.571825396824099,1.1730158730156
2023-12-21,4524.86,0.0073370166292763,0.1164715281972638,0.135946,0.0368,0.0001460317460317,4525.277161923628,4524.442838076371,1008.1310640466403,1002.3622302973743,8.346428571426399,1.7571428571424001
2023-12-22,4521.47,0.0072699047355279,0.1154061599120267,0.135645,0.03655,0.0001450396825396,4521.883036457788,4521.0569635422125,990.3986747840725,998.037912743637,11.102182539678799,2.3373015873008
2023-12-27,4528.38,0.0071492041172916,0.1134900969983569,0.134324,0.03625,0.0001438492063492,4528.786799660155,4527.973200339845,1018.2579186070299,1005.1106106041383,13.835317460313599,2.9126984126976003
2023-12-28,4514.38,0.0070381598500473,0.1117273239044693,0.135156,0.0360999999999999,0.0001432539682539,4514.779242962239,4513.980757037762,953.6437466103737,989.0645080811646,16.5571428571377,3.4857142857132004
2023-12-29,4521.44,0.0071643864912721,0.1137311097135396,0.135747,0.0362,0.0001436507936507,4521.847038788622,4521.032961211377,982.1081806112056,996.2883546766107,19.286507936501,4.060317460316
2024-01-02,4512.81,0.0070497292980716,0.1119109831981408,0.144914,0.0364,0.0001444444444444,4513.209760172132,4512.410239827869,941.2231163350266,986.1754219408992,22.0309523809446,4.6380952380936
2024-01-03,4448.13,0.0070628970179421,0.1121200142708078,0.154904,0.0364,0.0001444444444444,4448.52476657839,4447.73523342161,652.4036936738364,914.0788996089349,24.775396825388203,5.2158730158712
2024-01-04,4474.01,0.0097405677753637,0.1546267197730929,0.143099,0.0368,0.0001460317460317,4474.557597029765,4473.462402970235,763.4272928831651,941.9443232207909,27.549999999990504,5.799999999998
2024-01-05,4463.51,0.0092250926788705,0.1464438062988846,0.141189,0.0368999999999999,0.0001464285714285,4464.027400846156,4462.992599153845,714.3343869486552,929.7809181657348,30.332142857132006,6.385714285712
2024-01-08,4485.48,0.008670548970892,0.1376406978443239,0.140017,0.037,0.0001468253968253,4485.9686922311075,4484.991307768892,808.8509195535783,953.5201703645845,33.1218253968127,6.9730158730132
2024-01-09,4467.17,0.0083475317501393,0.1325129584325073,0.136966,0.0370999999999999,0.0001472222222222,4467.63856570152,4466.70143429848,725.1526592739624,932.7060219613471,35.9190476190345,7.5619047619019994
2024-01-10,4468.98,0.0081957086126128,0.1301028408415427,0.1339199999999999,0.03745,0.0001486111111111,4469.44022994264,4468.519770057359,730.3720371243741,934.1223247572835,38.7426587301454,8.1563492063464
2024-01-11,4442.28,0.0077906092175917,0.1236720873086108,0.139196,0.03745,0.0001486111111111,4442.71486787904,4441.8451321209595,609.5593156811985,904.0306027298229,41.5662698412563,8.7507936507908
2024-01-12,4480.02,0.0080813373703779,0.1282872536569961,0.134234,0.0370999999999999,0.0001472222222222,4480.474928499534,4479.565071500467,773.6075479232107,945.1530774569926,44.3634920634781,9.3396825396796
2024-01-15,4454.68,0.008435330734909,0.1339067241068941,0.141101,0.0375499999999999,0.0001490079365079,4455.152170187425,4454.207829812575,658.6144853404292,916.5165677636782,47.1946428571282,9.9357142857112
2024-01-16,4446.51,0.0084725404747192,0.1344974104142182,0.141507,0.0376,0.0001492063492063,4446.983383219356,4446.036616780644,619.6360879591683,906.8838731802678,50.0295634920479,10.532539682536399
2024-01-17,4403.08,0.0080786624648583,0.1282447908482841,0.15082,0.0379999999999999,0.0001507936507936,4403.526967560818,4402.633032439182,424.78526116305613,858.2842617193347,52.8946428571263,11.1357142857108
2024-01-18,4453.05,0.0090436699011542,0.1435638089868857,0.145083,0.0381999999999999,0.0001515873015873,4453.556036891039,4452.543963108961,642.6745958975762,912.8702858791553,55.774801587285,11.74206349206
2024-01-19,4448.83,0.0096418223897268,0.1530591853720299,0.14172,0.0382999999999999,0.0001519841269841,4449.368995096319,4448.291004903681,620.9749175016101,907.5593543754019,58.6624999999829,12.349999999996399
2024-01-22,4480.32,0.008906170592719,0.1413810751335084,0.138453,0.0383499999999999,0.0001521825396825,4480.821394952914,4479.818605047086,757.5385189169981,941.8143916340107,61.5539682539504,12.958730158726398
2024-01-23,4465.91,0.0087771804237679,0.1393334196818077,0.135791,0.0383499999999999,0.0001521825396825,4466.402543865684,4465.417456134316,690.9468890327719,925.2806210677161,64.4454365079179,13.567460317456398
2024-01-24,4564.11,0.0084129532522819,0.1335514925829011,0.134592,0.0384,0.0001523809523809,4564.592485787152,4563.627514212847,1122.461197787803,1033.2734839707596,67.34067460315501,14.176984126979997
2024-01-25,4582.26,0.0122937052108001,0.1951565200758966,0.135755,0.03795,0.0001505952380952,4582.967851751694,4581.552148248306,1198.8853738969874,1052.492474426627,70.20198412696381,14.779365079360797
2024-01-26,4635.47,0.0110215065025252,0.1749609916737792,0.136074,0.03795,0.0001505952380952,4636.111969740794,4634.828030259207,1431.677644212195,1110.8034884340002,73.06329365077261,15.381746031741597
2024-01-29,4639.36,0.0110386575028672,0.1752332553636248,0.140569,0.0376,0.0001492063492063,4640.003508299195,4638.716491700804,1446.042436171258,1114.506591185671,75.8982142856923,15.978571428566797
2024-01-30,4662.7,0.0099470409316717,0.1579043795171016,0.141062,0.0379,0.0001503968253968,4663.282788856149,4662.117211143851,1546.6925832583947,1139.7819255765028,78.7557539682315,16.580158730153997
2024-01-31,4648.4,0.0093004281511568,0.147639719846312,0.148188,0.03745,0.0001486111111111,4648.943233219802,4647.856766780197,1480.791184646693,1123.4180342569105,81.57936507934241,17.174603174598396
2024-02-01,4638.6,0.0087842863660409,0.1394462230183183,0.148059,0.0378,0.00015,4639.1120039661055,4638.087996033895,1434.7312797121917,1112.015558023285,84.4293650793424,17.774603174598397
2024-02-02,4654.55,0.0083266622565072,0.1321816654916768,0.140448,0.0384,0.0001523809523809,4655.036999596403,4654.0630004035975,1502.4977899648097,1129.0714713007253,87.32460317457951,18.384126984122
2024-02-05,4655.27,0.0079740906187696,0.1265847642549461,0.141586,0.03855,0.0001529761904761,4655.736450992891,4654.80354900711,1502.8668883393252,1129.2784780372112,90.2311507936254,18.996031746026397
2024-02-06,4690.87,0.0076312073645028,0.121141661337835,0.136148,0.0384499999999999,0.0001525793650793,4691.319807467181,4690.420192532819,1657.5098906311289,1168.0536631339717,93.13015873013211,19.606349206343598
2024-02-07,4678.85,0.0079850245314896,0.1267583347384302,0.136403,0.0384999999999999,0.0001527777777777,4679.319456499354,4678.380543500647,1601.3525014354477,1154.1288991683846,96.0329365079084,20.2174603174544
2024-02-08,4710.78,0.0077794039477569,0.1234942091644746,0.137628,0.0385999999999999,0.0001531746031746,4711.240488875527,4710.319511124472,1739.7168428419122,1188.8348654723816,98.9432539682258,20.8301587301528
2024-02-09,4715.87,0.007953513343887,0.1262581101429539,0.139901,0.0387,0.0001535714285714,4716.341303671324,4715.398696328676,1759.2655903024504,1193.8372309089448,101.86111111108241,21.4444444444384
2024-02-12,4746.35,0.0076121818722442,0.1208396410113147,0.143637,0.0385999999999999,0.0001531746031746,4746.803992761889,4745.896007238111,1891.2530956468593,1226.948988197428,104.77142857139981,22.0571428571368
2024-02-13,4689.28,0.0077858048811943,0.1235958208326779,0.150271,0.0387,0.0001535714285714,4689.7387643685115,4688.821235631488,1635.878146477948,1163.2204294766286,107.68928571425641,22.6714285714224
2024-02-14,4709.22,0.0094470929676556,0.1499679516295441,0.144442,0.0387,0.0001535714285714,4709.779019629122,4708.660980370879,1720.7168255848935,1184.5452778247936,110.60714285711302,23.285714285708
2024-02-15,4743.17,0.008860997644636,0.140663976813816,0.143226,0.0387,0.0001535714285714,4743.698118318962,4742.641881681038,1868.1056501457208,1221.507662536429,113.52499999996962,23.8999999999936
2024-02-16,4765.65,0.008763948427011,0.1391233682452008,0.137871,0.0387999999999999,0.0001539682539682,4766.174809737358,4765.125190262641,1964.6299846789896,1245.7542223602222,116.45039682536542,24.5158730158664
2024-02-19,4763.07,0.0083980638366957,0.133315130438051,0.140778,0.03885,0.0001541666666666,4763.572627316763,4762.5673726832365,1950.3869017258046,1242.3090766219261,119.37956349203081,25.1325396825328
2024-02-20,4760.28,0.0079602533447782,0.1263651043401205,0.142001,0.03885,0.0001541666666666,4760.7561451601005,4759.803854839899,1935.2339510850284,1238.6364639617318,122.3087301586962,25.749206349199202
2024-02-21,4775.31,0.0076404338653542,0.1212881274981804,0.145517,0.039,0.0001547619047619,4775.768458054044,4774.851541945957,1998.853449145462,1254.657409905412,125.24920634917231,26.3682539682468
2024-02-22,4855.36,0.0074588633499023,0.1184057849223353,0.138143,0.0390999999999999,0.0001551587301587,4855.815065720407,4854.904934279592,2350.0031557243938,1342.5612055977638,128.1972222221876,26.9888888888816
2024-02-23,4872.57,0.010138695353672,0.1609467991467743,0.136956,0.03905,0.0001549603174603,4873.190754706103,4871.949245293897,2422.4504894245156,1360.7892592608894,131.1414682539333,27.6087301587228
2024-02-26,4864.29,0.009333931515748,0.1481715692710655,0.134373,0.0392,0.0001555555555555,4864.8605109281525,4863.719489071847,2383.0925048198933,1351.0664297764006,134.0970238094878,28.2309523809448
2024-02-27,4885.74,0.0087099947216275,0.1382668797246713,0.1335859999999999,0.03915,0.0001553571428571,4886.274722154666,4885.2052778453335,2475.178151599002,1374.2043593283206,137.04880952377272,28.8523809523732
2024-02-28,4883.77,0.0083289131538334,0.1322173973789877,0.138643,0.03905,0.0001549603174603,4884.281120730683,4883.258879269318,2463.624460262572,1371.4321567323082,139.99305555551842,29.4722222222144
2024-02-29,4877.77,0.0079048500495095,0.1254856042935529,0.137832,0.03915,0.0001553571428571,4878.254501302123,4877.285498697878,2434.2508029195346,1364.2052602536917,142.94484126980333,30.093650793642798
2024-03-01,4894.86,0.0076285989098898,0.1211002534045625,0.137842,0.0392499999999999,0.0001557539682539,4895.329207642115,4894.3907923578845,2506.9527999265965,1382.4975749816476,145.90416666662745,30.716666666658398
2024-03-04,4912.92,0.0074739104845891,0.1186446507802862,0.137474,0.0392499999999999,0.0001557539682539,4913.381389407738,4912.458610592262,2583.9123024515798,1401.854266089084,148.86349206345156,31.339682539673998
2024-03-05,4893.07,0.0073778172732747,0.1171192183413701,0.146918,0.03915,0.0001553571428571,4893.5236170476865,4892.616382952313,2493.1929979493766,1379.2909578206759,151.81527777773647,31.961111111102397
2024-03-06,4915.49,0.007510928516618,0.1192322938209283,0.141614,0.0392,0.0001555555555555,4915.953917202529,4915.026082797471,2589.361582479364,1403.4497706198395,154.77083333329097,32.5833333333244
2024-03-07,4974.22,0.0074839838118652,0.118804559893372,0.1390259999999999,0.0392499999999999,0.0001557539682539,4974.687775922095,4973.752224077905,2846.1638020914957,1467.7671409990626,157.73015873011508,33.20634920634
2024-03-08,4961.11,0.0088021795346701,0.1397302682644774,0.137211,0.0392,0.0001555555555555,4961.658717749002,4960.5612822509975,2784.8611569030923,1452.5581463686285,160.68571428566958,33.828571428562
2024-03-11,4930.42,0.0083797867346094,0.1330249904372082,0.147303,0.0392499999999999,0.0001557539682539,4930.939154760362,4929.900845239638,2646.282458002941,1418.0302871197812,163.6450396824937,34.451587301577604
2024-03-12,4983.2,0.0085183888312291,0.1352252305102955,0.136807,0.0392499999999999,0.0001557539682539,4983.733391052619,4982.666608947381,2876.7203217530778,1475.7565685335055,166.6043650793178,35.07460317459321
2024-03-13,5000.55,0.0091603736578203,0.145416423690119,0.131363,0.0393,0.0001559523809523,5001.1255868619655,4999.974413138035,2950.3143075567546,1494.2720292701392,169.5674603174115,35.69841269840241
2024-03-15,4986.02,0.0081462605885804,0.1293178777950629,0.133135,0.03935,0.0001561507936507,4986.530378406687,4985.509621593314,2883.3657723392735,1477.6520085610068,172.5343253967748,36.323015873005204
2024-03-18,4982.76,0.0078148051826725,0.1240561863466218,0.134411,0.0392799999999999,0.000155873015873,4983.249292015894,4982.270707984107,2866.0775975089664,1473.446869615335,175.4959126983618,36.946507936497206
2024-03-19,5007.92,0.0075371269787268,0.1196481815137607,0.131173,0.0368999999999999,0.0001464285714285,5008.394289171314,5007.445710828686,2974.6512749377994,1500.7001104011144,178.2780555555033,37.5322222222112
2024-03-20,5000.31,0.0075521232372628,0.1198862397378565,0.129557,0.0368999999999999,0.0001464285714285,5000.784510679724,4999.835489320277,2938.2070719864187,1491.6988810918406,181.0601984126448,38.1179365079252
2024-03-21,5052.31,0.0073912378448313,0.117332263310117,0.121808,0.03665,0.0001454365079365,5052.779231514106,5051.840768485895,3165.4771394613576,1548.6254753415278,183.82349206343832,38.6996825396712
2024-03-22,5031.15,0.0083776092385358,0.1329904237586577,0.124209,0.0364499999999999,0.0001446428571428,5031.679623554998,5030.620376445001,3068.865413934275,1524.5810261026143,186.57170634915153,39.2782539682424
2024-03-25,5044.19,0.0082299266421106,0.1306460352199785,0.124948,0.03665,0.0001454365079365,5044.711635740103,5043.668364259896,3123.8168858062154,1538.427971451552,189.334999999945,39.8599999999884
2024-03-26,5064.18,0.0078557093630162,0.1247055200792565,0.124541,0.0365,0.0001448412698412,5064.679890064094,5063.680109935906,3209.58224441257,1559.9779420555215,192.0869841269278,40.4393650793532
2024-03-27,5081.74,0.007672035152758,0.1217897823836594,0.128635,0.0364499999999999,0.0001446428571428,5082.229894994961,5081.250105005039,3284.550852064179,1578.8285761112807,194.835198412641,41.017936507924404
2024-03-28,5083.42,0.0075023772899613,0.1190965473060993,0.133781,0.0364499999999999,0.0001446428571428,5083.899219945487,5082.940780054513,3289.280949027666,1580.1195824950096,197.5834126983542,41.596507936495605
2024-04-02,5042.0,0.0072860916653736,0.1156631194571955,0.151815,0.03635,0.000144246031746,5042.461612415936,5041.538387584064,3103.4063378044466,1533.759114213014,200.3240873015282,42.17349206347961
2024-04-03,5069.25,0.0081775704846367,0.129814906986305,0.142498,0.0364499999999999,0.0001446428571428,5069.770892309911,5068.729107690089,3220.93000433104,1563.2485129875195,203.0723015872414,42.75206349205081
2024-04-04,5070.76,0.0080440094960077,0.1276946920216716,0.136866,0.0364,0.0001444444444444,5071.2725374205775,5070.247462579423,3224.901652640619,1564.3497583982476,205.816746031685,43.32984126982841
2024-04-05,5014.75,0.0076803344111937,0.1219215290269825,0.161199,0.0364499999999999,0.0001446428571428,5015.23395991716,5014.26604008284,2974.5325240150714,1501.8659583847177,208.5649603173982,43.90841269839961
2024-04-08,5046.05,0.009121593759622,0.144800811891112,0.155231,0.03665,0.0001454365079365,5046.6283652131015,5045.471634786899,3109.7999832199957,1535.7919005669014,211.3282539681917,44.49015873014561
2024-04-09,4990.9,0.008821014495434,0.1400292639972868,0.163013,0.03665,0.0001454365079365,4991.453193803854,4990.346806196145,2863.2047208602553,1474.2521623579185,214.0915476189852,45.07190476189161
2024-04-10,5000.83,0.0097889118983161,0.1553941589331946,0.159059,0.037,0.0001468253968253,5001.445115075848,5000.214884924152,2904.064209213933,1484.577153493957,216.88123015866591,45.65920634919281
2024-04-11,4966.68,0.0090007628891673,0.1428826812875768,0.167012,0.0372499999999999,0.0001478174603174,4967.24172712988,4966.118272870121,2750.4371759690302,1446.2812582779693,219.68976190469652,46.25047619046241
2024-04-12,4955.01,0.0090559179781086,0.1437582411808459,0.1879479999999999,0.0368,0.0001460317460317,4955.573841331207,4954.446158668793,2696.0336669553863,1432.789904834082,222.46436507929883,46.834603174589205
2024-04-15,4984.48,0.008544999646845,0.1356476641121212,0.185184,0.03685,0.0001462301587301,4985.015194729251,4983.9448052707485,2823.735755449932,1464.825099576766,225.24273809517072,47.419523809509606
2024-04-16,4916.99,0.0083702272615934,0.1328732385076173,0.1962529999999999,0.0369499999999999,0.0001466269841269,4917.507149974514,4916.472850025486,2522.50320625978,1389.6269325173232,228.02865079358182,48.00603174601721
2024-04-17,4914.13,0.0102097554749554,0.1620748436010733,0.184714,0.037,0.0001468253968253,4914.760437192051,4913.49956280795,2506.5618732873822,1385.7517183218426,230.81833333326253,48.593333333318405
2024-04-18,4936.57,0.0093265975762312,0.1480551465905141,0.175161,0.0370999999999999,0.0001472222222222,4937.148533376645,4935.991466623354,2603.2524014586793,1410.0347670313336,233.61555555548432,49.18222222220721
2024-04-19,4918.09,0.008796961419511,0.139647433254336,0.181885,0.03715,0.0001474206349206,4918.633637076669,4917.546362923331,2518.8637462097504,1389.048168695292,236.41654761897573,49.77190476188961
2024-04-22,4936.85,0.0084808075846398,0.1346286467156837,0.171142,0.0370499999999999,0.0001470238095238,4937.37609850626,4936.323901493741,2599.1284060112853,1409.2246015028184,239.20999999992793,50.35999999998481
2024-04-23,5008.17,0.0081132640054962,0.1287940732773284,0.157948,0.0370499999999999,0.0001470238095238,5008.680569210958,5007.659430789042,2911.871219077976,1487.520572626634,242.00345238088013,50.94809523808001
2024-04-24,4989.88,0.0098239596373298,0.1559505245418658,0.1561759999999999,0.0371999999999999,0.000147619047619,4990.49596570286,4989.26403429714,2827.6986623615244,1466.5881477332352,244.80821428564113,51.53857142855601
2024-04-25,4939.01,0.0092274562160744,0.1464813262888212,0.163578,0.0372499999999999,0.0001478174603174,4939.582666510107,4938.437333489894,2600.0699391040025,1409.791830014093,247.61674603167174,52.12984126982561
2024-04-26,5006.85,0.0098778515678731,0.1568060324172112,0.152644,0.0371999999999999,0.000147619047619,5007.4714510618605,5006.22854893814,2897.1239875845636,1484.1660564199474,250.42150793643273,52.720317460301615
2024-04-29,4981.09,0.0107251249939963,0.1702560810851845,0.151077,0.037,0.0001468253968253,4981.761284435293,4980.418715564707,2780.170458292356,1455.0377931445146,253.21119047611344,53.30761904760281
2024-04-30,4921.22,0.0100608806198562,0.1597115285426946,0.155652,0.0370999999999999,0.0001472222222222,4921.84214071828,4920.597859281721,2512.7694716643814,1388.2979631541875,256.00841269833523,53.896507936491616
2024-05-02,4890.61,0.010846465029667,0.1721822944359472,0.154322,0.0370499999999999,0.0001470238095238,4891.276547455492,4889.943452544508,2374.3833193073388,1353.8116929220698,258.80186507928744,54.484603174586816
2024-05-03,4921.48,0.0102886323324351,0.1633269748956104,0.144388,0.037,0.0001468253968253,4922.116257937798,4920.843742062201,2508.27394252809,1387.3944677748766,261.59154761896815,55.071904761888014
2024-05-06,4956.96,0.0096860993142273,0.1537620597583128,0.14299,0.037,0.0001468253968253,4957.5633151019965,4956.356684898004,2662.5675741259943,1426.0779947219717,264.38123015864886,55.65920634918921
2024-05-07,5016.1,0.0093551556873298,0.1485084925497976,0.140852,0.037,0.0001468253968253,5016.689653776686,5015.510346223315,2921.4304729371447,1490.9038384723783,267.1709126983296,56.24650793649041
2024-05-08,5038.17,0.0099729150064067,0.158315117720019,0.137213,0.0370999999999999,0.0001472222222222,5038.801356693188,5037.538643306812,3016.070343627276,1514.6742228115777,269.9681349205514,56.83539682537921
2024-05-09,5054.41,0.0092667755089308,0.1471055007125695,0.134636,0.0370999999999999,0.0001472222222222,5054.998544078131,5053.821455921869,3085.2963885524814,1532.0911507095457,272.7653571427732,57.42428571426802
2024-05-10,5085.08,0.0086571218307507,0.1374275486025274,0.136018,0.0371999999999999,0.000147619047619,5085.633160597212,5084.526839402788,3218.309810495489,1565.4552204810118,275.5701190475342,58.01476190474402
